交易唯一编号,客户名称,主体名称,账户类型,本方名称,本方账户,开户行,交易时间,对手名称,对手账户,收入金额,支出金额,交易金额,账户余额,虚拟账户余额,银行备注,账户方附言,收支方向,一级标签,二级标签,三级标签,标签来源,标签置信度,命中关键词,交易渠道,来源文件名,来源行号
TX000621,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-02-24 18:07:00,北京诚栋集成房屋,,41652.22,,41652.22,37301462.52,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,621
TX000622,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-02-24 10:46:00,报关行甲,,,84675.38,-84675.38,37216787.14,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,622
TX000623,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-02-24 10:00:00,报关行甲,,,18425.73,-18425.73,37198361.41,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,623
TX000624,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-02-25 14:11:00,江苏锦祺供应链,,368840.34,,368840.34,37567201.75,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,624
TX000625,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-02-25 16:01:00,燃油供应公司,,,160550.92,-160550.92,37406650.83,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,625
TX000626,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-02-26 18:40:00,合肥中南光电,,266543.54,,266543.54,37673194.37,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,626
TX000627,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-02-26 10:53:00,西轮国运代理,,282523.41,,282523.41,37955717.78,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,627
TX000628,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-02-26 10:12:00,中远海运,,,200478.6,-200478.6,37755239.18,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,628
TX000629,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-02-28 08:37:00,江苏锦祺供应链,,84857.41,,84857.41,37840096.59,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,629
TX000630,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-01 12:57:00,燃油供应公司,,,240910.18,-240910.18,37599186.41,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,630
TX000631,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-01 14:06:00,上海港务,,,158971.78,-158971.78,37440214.63,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,631
TX000632,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-02 12:07:00,西轮国运代理,,166496.5,,166496.5,37606711.13,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,632
TX000633,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-02 18:10:00,江苏锦祺供应链,,191090.66,,191090.66,37797801.79,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,633
TX000634,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-03 16:54:00,西轮国运代理,,307689.35,,307689.35,38105491.14,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,634
TX000635,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-03 14:33:00,中远海运,,,76093.45,-76093.45,38029397.69,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,635
TX000636,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-04 08:34:00,中远海运,,,72334.4,-72334.4,37957063.29,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,636
TX000637,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-04 13:16:00,物流仓储乙,,,83340.75,-83340.75,37873722.54,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,637
TX000638,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-05 14:53:00,物流仓储乙,,,33136.99,-33136.99,37840585.55,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,638
TX000639,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-07 09:49:00,上海建工集团,,387571.96,,387571.96,38228157.51,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,639
TX000640,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-07 13:22:00,西轮国运代理,,171991.48,,171991.48,38400148.99,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,640
TX000641,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-08 18:59:00,上海港务,,,137630.05,-137630.05,38262518.94,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,641
TX000642,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-09 09:32:00,西轮国运代理,,279124.14,,279124.14,38541643.08,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,642
TX000643,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-09 14:13:00,江苏锦祺供应链,,273768.58,,273768.58,38815411.66,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,643
TX000644,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-10 11:32:00,上海港务,,,46277.45,-46277.45,38769134.21,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,644
TX000645,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-10 18:24:00,西轮国运代理,,361549.92,,361549.92,39130684.13,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,645
TX000646,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-11 09:49:00,合肥中南光电,,252693.94,,252693.94,39383378.07,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,646
TX000647,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-11 11:19:00,物流仓储乙,,,75526.77,-75526.77,39307851.3,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,647
TX000648,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-13 09:07:00,中远海运,,,96331.81,-96331.81,39211519.49,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,648
TX000649,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-13 10:28:00,燃油供应公司,,,62414.16,-62414.16,39149105.33,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,649
TX000650,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-14 08:02:00,合肥中南光电,,244293.29,,244293.29,39393398.62,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,650
TX000651,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-14 18:59:00,合肥中南光电,,62007.38,,62007.38,39455406.0,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,651
TX000652,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-15 11:18:00,物流仓储乙,,,146428.45,-146428.45,39308977.55,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,652
TX000653,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-15 10:01:00,现金,,,138896.67,-138896.67,39170080.88,,货款,,支,现金类,现金,现金取款,规则,0.9,,网银,sample.xlsx,653
TX000654,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-16 09:37:00,北京诚栋集成房屋,,382717.58,,382717.58,39552798.46,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,654
TX000655,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-16 11:42:00,合肥中南光电,,214592.89,,214592.89,39767391.35,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,655
TX000656,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-18 18:30:00,燃油供应公司,,,167878.22,-167878.22,39599513.13,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,656
TX000657,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-18 17:29:00,报关行甲,,,118952.59,-118952.59,39480560.54,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,657
TX000658,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-19 11:04:00,上海建工集团,,62515.13,,62515.13,39543075.67,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,658
TX000659,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-21 12:47:00,上海港务,,,195595.97,-195595.97,39347479.7,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,659
TX000660,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-21 08:04:00,中远海运,,,230786.87,-230786.87,39116692.83,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,660
TX000661,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-21 18:34:00,合肥中南光电,,24945.15,,24945.15,39141637.98,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,661
TX000662,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-22 13:19:00,上海港务,,,145690.39,-145690.39,38995947.59,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,662
TX000663,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-22 08:51:00,上海建工集团,,282701.9,,282701.9,39278649.49,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,663
TX000664,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-23 15:31:00,燃油供应公司,,,35607.98,-35607.98,39243041.51,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,664
TX000665,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-23 10:54:00,燃油供应公司,,,200739.96,-200739.96,39042301.55,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,665
TX000666,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-23 13:16:00,江苏锦祺供应链,,115470.47,,115470.47,39157772.02,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,666
TX000667,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-25 14:10:00,物流仓储乙,,,114819.38,-114819.38,39042952.64,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,667
TX000668,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-26 16:24:00,北京诚栋集成房屋,,62229.05,,62229.05,39105181.69,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,668
TX000669,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-26 17:34:00,现金,,196210.54,,196210.54,39301392.23,,货款,,收,现金类,现金,现金存入,规则,0.9,,网银,sample.xlsx,669
TX000670,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-26 15:31:00,燃油供应公司,,,91228.01,-91228.01,39210164.22,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,670
TX000671,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-27 09:06:00,上海建工集团,,364202.28,,364202.28,39574366.5,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,671
TX000672,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-28 18:43:00,报关行甲,,,119537.74,-119537.74,39454828.76,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,672
TX000673,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-29 15:10:00,物流仓储乙,,,183874.61,-183874.61,39270954.15,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,673
TX000674,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-29 15:38:00,上海建工集团,,292394.72,,292394.72,39563348.87,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,674
TX000675,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-29 11:51:00,合肥中南光电,,247647.28,,247647.28,39810996.15,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,675
TX000676,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-03-30 18:47:00,江苏锦祺供应链,,319460.24,,319460.24,40130456.39,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,676
TX000677,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-01 08:25:00,现金,,325033.66,,325033.66,40455490.05,,货款,,收,现金类,现金,现金存入,规则,0.9,,网银,sample.xlsx,677
TX000678,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-02 16:40:00,现金,,,196081.21,-196081.21,40259408.84,,货款,,支,现金类,现金,现金取款,规则,0.9,,网银,sample.xlsx,678
TX000679,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-03 09:48:00,上海建工集团,,197807.79,,197807.79,40457216.63,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,679
TX000680,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-03 10:39:00,中远海运,,,54865.0,-54865.0,40402351.63,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,680
TX000681,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-03 14:58:00,北京诚栋集成房屋,,213727.59,,213727.59,40616079.22,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,681
TX000682,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-10 10:53:00,北京诚栋集成房屋,,232761.6,,232761.6,40848840.82,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,682
TX000683,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-10 11:42:00,合肥中南光电,,99328.11,,99328.11,40948168.93,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,683
TX000684,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-11 13:43:00,物流仓储乙,,,244349.35,-244349.35,40703819.58,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,684
TX000685,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-11 09:05:00,上海建工集团,,342897.35,,342897.35,41046716.93,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,685
TX000686,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-11 15:38:00,西轮国运代理,,137499.75,,137499.75,41184216.68,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,686
TX000687,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-12 18:44:00,现金,,,28925.03,-28925.03,41155291.65,,货款,,支,现金类,现金,现金取款,规则,0.9,,网银,sample.xlsx,687
TX000688,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-12 14:59:00,上海港务,,,134830.0,-134830.0,41020461.65,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,688
TX000689,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-13 08:42:00,中远海运,,,229088.99,-229088.99,40791372.66,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,689
TX000690,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-14 17:18:00,报关行甲,,,202270.61,-202270.61,40589102.05,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,690
TX000691,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-15 13:01:00,上海建工集团,,116005.61,,116005.61,40705107.66,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,691
TX000692,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-15 18:41:00,北京诚栋集成房屋,,81611.33,,81611.33,40786718.99,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,692
TX000693,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-15 13:17:00,物流仓储乙,,,210837.69,-210837.69,40575881.3,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,693
TX000694,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-16 13:58:00,江苏锦祺供应链,,27951.74,,27951.74,40603833.04,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,694
TX000695,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-17 16:10:00,上海建工集团,,358130.87,,358130.87,40961963.91,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,695
TX000696,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-17 09:34:00,西轮国运代理,,181500.33,,181500.33,41143464.24,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,696
TX000697,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-19 11:58:00,江苏锦祺供应链,,40293.25,,40293.25,41183757.49,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,697
TX000698,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-19 09:41:00,江苏锦祺供应链,,282122.51,,282122.51,41465880.0,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,698
TX000699,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-19 12:27:00,西轮国运代理,,306927.15,,306927.15,41772807.15,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,699
TX000700,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-21 12:48:00,物流仓储乙,,,174850.94,-174850.94,41597956.21,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,700
TX000701,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-22 11:41:00,西轮国运代理,,385024.83,,385024.83,41982981.04,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,701
TX000702,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-22 09:44:00,江苏锦祺供应链,,73968.12,,73968.12,42056949.16,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,702
TX000703,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-22 08:04:00,北京诚栋集成房屋,,44297.68,,44297.68,42101246.84,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,703
TX000704,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-23 16:44:00,江苏锦祺供应链,,62887.81,,62887.81,42164134.65,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,704
TX000705,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-23 12:25:00,报关行甲,,,52693.97,-52693.97,42111440.68,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,705
TX000706,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-24 09:55:00,上海港务,,,116782.7,-116782.7,41994657.98,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,706
TX000707,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-24 14:53:00,燃油供应公司,,,87446.06,-87446.06,41907211.92,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,707
TX000708,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-24 18:21:00,中远海运,,,215203.03,-215203.03,41692008.89,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,708
TX000709,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-25 18:42:00,上海港务,,,27435.62,-27435.62,41664573.27,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,709
TX000710,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-25 09:53:00,燃油供应公司,,,53345.84,-53345.84,41611227.43,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,710
TX000711,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-27 09:18:00,北京诚栋集成房屋,,236454.81,,236454.81,41847682.24,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,711
TX000712,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-27 16:46:00,上海建工集团,,375700.58,,375700.58,42223382.82,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,712
TX000713,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-27 13:10:00,西轮国运代理,,319432.08,,319432.08,42542814.9,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,713
TX000714,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-29 08:14:00,上海港务,,,78467.09,-78467.09,42464347.81,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,714
TX000715,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-04-30 15:16:00,报关行甲,,,214752.88,-214752.88,42249594.93,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,715
TX000716,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-05-04 15:07:00,上海港务,,,77641.89,-77641.89,42171953.04,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,716
TX000717,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-05-04 09:31:00,江苏锦祺供应链,,290378.58,,290378.58,42462331.62,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,717
TX000718,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-05-04 08:07:00,上海建工集团,,365741.67,,365741.67,42828073.29,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,718
TX000719,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-05-05 13:35:00,西轮国运代理,,188688.81,,188688.81,43016762.1,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,719
TX000720,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-05-08 14:07:00,上海建工集团,,233891.2,,233891.2,43250653.3,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,720
TX000721,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-05-10 13:13:00,上海建工集团,,218186.59,,218186.59,43468839.89,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,721
TX000722,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-05-10 15:50:00,合肥中南光电,,120815.23,,120815.23,43589655.12,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,722
TX000723,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-05-10 09:13:00,中远海运,,,203616.24,-203616.24,43386038.88,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,723
TX000724,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-05-11 15:30:00,燃油供应公司,,,26355.0,-26355.0,43359683.88,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,724
TX000725,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-05-11 16:57:00,江苏锦祺供应链,,24134.32,,24134.32,43383818.2,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,725
TX000726,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2025-05-13 15:42:00,中远海运,,,138910.55,-138910.55,43244907.65,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,726
